nombre,nickname,país,comida_favorita,número_de_la_suerte
Philip,phamwilliam,Mozambique,ensalada,28
Trevor,jacobmorris,Mayotte,pollo,31
Shawn,marc49,Thailand,hamburguesa,3
Jason,michaela47,Guinea-Bissau,chocolate,27
David,laurensoto,Sri Lanka,ensalada,95
Kevin,olopez,Saint Pierre and Miquelon,chocolate,25
Mindy,vickie92,Mauritius,pizza,21
James,codyrogers,Sweden,pizza,23
Elizabeth,richard67,Guinea-Bissau,hamburguesa,40
Jordan,monroecrystal,Isle of Man,sushi,27
Caleb,yduncan,Congo,ensalada,45
Kathryn,kelleyjoseph,Malaysia,pizza,15
Daniel,benjaminmorales,Pitcairn Islands,sushi,37
Patricia,ericbrown,Maldives,pasta,43
Steven,swillis,Iceland,tacos,89
Mark,mgregory,United States Virgin Islands,ensalada,56
Jonathan,gregory21,New Caledonia,hamburguesa,17
Bryan,ewilkins,Lebanon,sushi,55
Tamara,john50,French Southern Territories,pasta,38
Jeffrey,katherine91,Martinique,ensalada,28
Dominique,hickmanjames,Congo,helado,75
Dustin,rjordan,South Africa,hamburguesa,77
Lauren,matthewscatherine,Uganda,sushi,47
Megan,uperry,Sao Tome and Principe,pasta,38
Diana,rowemario,Bhutan,hamburguesa,6
Patricia,cooperlindsey,San Marino,pollo,47
Kimberly,julie35,India,sushi,44
Jennifer,josephsarah,India,fruta,90
Dustin,burnsbrenda,Ethiopia,sushi,82
Heather,jeffrey94,Algeria,pasta,45
Joseph,fosterjustin,Brazil,chocolate,27
April,urivera,United Kingdom,tacos,16
Laura,mdavis,Swaziland,chocolate,68
Donald,marksbenjamin,Togo,chocolate,38
Joseph,abailey,Tonga,fruta,65
Brandon,merrittcole,Kyrgyz Republic,sushi,6
Robert,john74,Norfolk Island,pizza,12
Steven,danielnixon,Niger,sushi,3
Michael,ashleycarroll,Peru,ensalada,1
Jackson,cohenalison,Antigua and Barbuda,helado,99
Steven,russomichelle,France,tacos,81
Kimberly,michaelhooper,Venezuela,ensalada,61
Jonathan,hbaker,Iceland,tacos,74
Denise,larry78,Netherlands Antilles,fruta,88
Charles,ahorn,New Zealand,hamburguesa,80
Lindsay,ashley70,Jamaica,pizza,62
Amy,duncanrodney,United States Virgin Islands,tacos,66
Mike,ronaldjones,Saint Barthelemy,fruta,65
Joshua,hutchinsonbrian,Tuvalu,sushi,46
Julie,harrisdiane,Djibouti,pizza,60
Jeffrey,fallison,Turks and Caicos Islands,pollo,82
James,susanschmidt,Peru,tacos,99
Amanda,griffincristian,Barbados,helado,71
Amy,thomas52,Hungary,chocolate,4
Dale,davidmartin,Malawi,pizza,90
Mary,christopherwalker,Holy See (Vatican City State),fruta,55
Ashley,michelle02,Marshall Islands,sushi,59
Alicia,mherman,New Zealand,pollo,23
Robert,greenedorothy,Heard Island and McDonald Islands,pollo,33
Danielle,loriscott,Sweden,pasta,85
Sheila,lramos,Papua New Guinea,helado,65
Jason,benjamin76,San Marino,ensalada,2
Lauren,fernando07,Cote d'Ivoire,pizza,92
Stephanie,osmith,Namibia,sushi,25
Matthew,campbellstephen,Barbados,ensalada,13
Michael,ycox,Ethiopia,tacos,95
Michael,cstone,United States Minor Outlying Islands,pollo,94
Ebony,mccarthyjennifer,Morocco,helado,12
Justin,danielledavis,Saint Helena,helado,26
Jessica,smithvictor,Mexico,ensalada,44
Brent,nathancunningham,Uruguay,hamburguesa,13
Dale,martinezbrittany,Hungary,pollo,92
Jason,vmurray,Norway,ensalada,59
Edward,leemargaret,Ecuador,fruta,40
Kristine,voneill,Lao People's Democratic Republic,pasta,2
Melissa,antonio96,Kyrgyz Republic,tacos,90
Brian,sandersmiguel,Brazil,fruta,48
Jacqueline,powellclaudia,Mongolia,helado,93
Lee,armstrongnicholas,Montserrat,pizza,31
Emily,dcarter,Slovenia,tacos,77
James,nancy84,Chad,pasta,16
Phillip,lindseydiaz,New Zealand,helado,72
Misty,brandy47,Grenada,ensalada,98
Robert,watsonelizabeth,Mauritania,ensalada,46
Brenda,kingpatrick,Saint Lucia,sushi,19
Brian,williamsonwilliam,Vanuatu,tacos,29
Michael,holly91,Mali,chocolate,40
James,shane66,Bouvet Island (Bouvetoya),fruta,74
David,qvalencia,Myanmar,pasta,54
Jacob,kevin99,Norfolk Island,fruta,45
Jerry,johnsonamy,Guinea-Bissau,tacos,41
Sierra,atkinsdiane,Kiribati,fruta,35
Ryan,shawkatherine,Jersey,tacos,1
Samantha,gileslouis,Northern Mariana Islands,chocolate,9
Daniel,kkoch,Germany,sushi,8
Tina,cameronphillips,Turkmenistan,pizza,77
Alexis,kingamber,Mauritania,pizza,49
Andrew,qturner,Malta,ensalada,60
Jill,jordanacevedo,Peru,ensalada,96
Shane,farmerbrian,Norfolk Island,tacos,52
Tanner,robertsonjeffrey,France,pasta,36
Joseph,guerrakelly,Cyprus,hamburguesa,70
Kelly,davidgutierrez,Denmark,chocolate,59
Samuel,fernandovargas,Saint Kitts and Nevis,helado,14
Kevin,jillwhitehead,Antarctica (the territory South of 60 deg S),chocolate,27
Tracy,thomaspatterson,Lebanon,ensalada,60
Christina,karen46,Equatorial Guinea,pollo,74
Bobby,xevans,Italy,fruta,21
Francisco,lisa46,Niger,chocolate,57
Randall,melaniehernandez,Turkey,tacos,9
Trevor,gdickerson,Moldova,pollo,38
Alejandro,lori39,Northern Mariana Islands,ensalada,75
William,ronaldduncan,India,ensalada,13
Michael,lisa95,Turkey,pasta,54
Ana,aguirrechristopher,Tanzania,chocolate,27
Leslie,scottfigueroa,Puerto Rico,pizza,94
Kristina,michael88,Cambodia,hamburguesa,15
Emma,nwilliams,Kyrgyz Republic,ensalada,89
Brianna,fgarcia,Malaysia,sushi,66
Theresa,devin20,Cambodia,tacos,88
Christine,singhjody,Saint Kitts and Nevis,sushi,35
David,austinbrown,Kazakhstan,sushi,80
Jillian,trivera,Guinea-Bissau,helado,77
Jeffrey,williamkelley,Mozambique,chocolate,39
Gary,sarah52,Brunei Darussalam,tacos,66
Duane,zwyatt,Niue,sushi,88
Jonathan,kylebrennan,Hong Kong,chocolate,51
Melissa,franklinpaul,Romania,helado,82
Michael,erictaylor,Libyan Arab Jamahiriya,pollo,57
Kaylee,kristenrodgers,Pakistan,pasta,38
Maria,scottjennifer,Saint Barthelemy,pollo,49
Christopher,colemanlinda,Turkmenistan,sushi,72
Christy,donaldwilliams,Mauritania,fruta,66
Wesley,keith83,Syrian Arab Republic,sushi,18
Erin,charles34,Mauritania,ensalada,13
Gregory,james87,Benin,fruta,58
Brandon,jacobfoster,Mexico,chocolate,38
Richard,lmartin,Bhutan,sushi,28
Joshua,perezvictoria,American Samoa,helado,85
Rebecca,yscott,Andorra,sushi,46
Danielle,mwilson,Fiji,sushi,58
Misty,lori57,Angola,helado,65
Robin,brian34,Western Sahara,fruta,47
Cassandra,morrislisa,Austria,pasta,47
Patricia,sgibbs,Macao,hamburguesa,75
Michael,nflores,Bangladesh,chocolate,82
James,garzaseth,Iceland,sushi,21
Jasmine,xmatthews,Cayman Islands,helado,85
Paul,sanchezjustin,Canada,helado,41
Jacqueline,gary84,Bhutan,helado,93
Candice,madelinewilson,Heard Island and McDonald Islands,hamburguesa,2
Spencer,jenna59,Falkland Islands (Malvinas),pizza,75
Joseph,penamichael,Congo,ensalada,49
Stephanie,xsanchez,Libyan Arab Jamahiriya,tacos,68
Timothy,gabrielreid,Canada,helado,89
Alexander,ricardo94,Aruba,pollo,78
Richard,zachary77,Italy,sushi,50
Sydney,michael51,United States Virgin Islands,ensalada,80
Kimberly,gomezcarl,Micronesia,hamburguesa,59
Andrea,thomas86,Tunisia,pizza,96
Matthew,julie84,Mexico,pasta,36
Andrew,jeffweber,Lao People's Democratic Republic,helado,7
Johnny,imartin,Saint Vincent and the Grenadines,pasta,41
Joyce,barry65,Greece,hamburguesa,37
Tony,christopher48,Czech Republic,fruta,25
Kimberly,tedwards,Brunei Darussalam,hamburguesa,90
Karen,cruzlynn,Ethiopia,ensalada,66
Kevin,seansmall,Romania,pasta,14
Brian,knguyen,Guinea,tacos,7
Nicholas,orrvictoria,Haiti,sushi,1
Tamara,tammyjones,Taiwan,helado,16
Christopher,lawsonjohn,Senegal,pollo,94
Eric,cassandra54,Latvia,chocolate,60
Joseph,macdonaldcynthia,Suriname,chocolate,72
William,woodkenneth,Grenada,helado,75
Thomas,monica15,Spain,fruta,26
Jonathan,fbell,Belgium,ensalada,56
Benjamin,waltermark,Costa Rica,ensalada,69
Joseph,browndavid,Guinea-Bissau,pollo,72
Jack,michaelhall,Portugal,hamburguesa,48
Kristen,johnallen,Saint Barthelemy,pollo,17
Lauren,vincent99,Central African Republic,chocolate,24
Richard,gregoryespinoza,Cocos (Keeling) Islands,pollo,22
Kaitlyn,dennismartinez,Mayotte,hamburguesa,37
Brad,bryanlindsey,Bahrain,pollo,99
Bryan,johnhernandez,Seychelles,fruta,48
Teresa,tammy03,Malta,fruta,72
John,fergusonryan,Netherlands Antilles,pollo,63
Kaitlin,paul45,Marshall Islands,sushi,33
Melissa,amanda56,Iraq,pollo,17
Robert,fredallen,Angola,pizza,99
Jeffrey,chad64,Central African Republic,pollo,35
Crystal,lmcmahon,Albania,tacos,84
George,thenson,El Salvador,pasta,9
Lori,jennifer23,Qatar,pasta,35
Steven,castillorobert,Tonga,helado,46
Kyle,christopher25,Mayotte,fruta,81
Vanessa,robinsonrenee,France,ensalada,54
Jose,fbaldwin,Central African Republic,chocolate,96
Sandra,melindabaldwin,Guinea-Bissau,chocolate,99
Jennifer,loribates,Solomon Islands,pollo,23
Edward,lewiskristine,India,ensalada,1
Mark,upalmer,British Indian Ocean Territory (Chagos Archipelago),pasta,24
Diane,ncooper,Dominica,tacos,44
David,kellyjoseph,Swaziland,pasta,39
Ashley,jeffrey97,Greece,chocolate,14
Mark,jeremy30,Australia,pasta,34
Kathryn,samuelrice,Anguilla,fruta,10
Joshua,mmalone,Mongolia,pasta,67
Christopher,darlenecampbell,Heard Island and McDonald Islands,pollo,89
Thomas,michaellester,Kenya,tacos,25
Mark,collinsmichele,Madagascar,hamburguesa,5
Daniel,prodriguez,United States Virgin Islands,hamburguesa,70
Teresa,jwhite,Christmas Island,pizza,70
Sarah,yhill,Gambia,sushi,69
Robert,kleinamy,Heard Island and McDonald Islands,hamburguesa,84
Joseph,ubell,Benin,ensalada,66
Alexander,richard25,Sri Lanka,pollo,21
Penny,jasonjohnson,Namibia,tacos,49
Chad,mwilliams,Congo,chocolate,56
Christopher,melissa07,Sudan,helado,22
Lindsey,paul12,Ukraine,hamburguesa,8
Lisa,christophertate,Palau,tacos,83
Jesse,jasminejohnson,Svalbard & Jan Mayen Islands,sushi,77
Kaitlyn,jamessims,Norfolk Island,pizza,65
Jonathan,michael66,United States Virgin Islands,chocolate,60
Alexander,christine94,Czech Republic,ensalada,24
Susan,deborah70,Albania,pizza,68
Matthew,lgregory,Saint Vincent and the Grenadines,pollo,73
Danielle,crobinson,Hong Kong,pizza,43
Jennifer,icox,Barbados,pasta,21
Diamond,tammy91,Libyan Arab Jamahiriya,tacos,46
Jeffrey,cbarrett,Bosnia and Herzegovina,pasta,93
Stephanie,michaelflynn,Sao Tome and Principe,tacos,91
Rebecca,anna24,Myanmar,fruta,97
Bethany,mbutler,Liechtenstein,tacos,58
Kenneth,christopher79,Uruguay,sushi,90
Deanna,pgarcia,Saudi Arabia,sushi,7
Lauren,clarktonya,San Marino,helado,63
James,jacquelinepatterson,Cocos (Keeling) Islands,tacos,43
Philip,cunninghamkaren,Nauru,sushi,36
Susan,perryanna,Hong Kong,sushi,35
Leslie,heather30,Liechtenstein,helado,61
Eric,lindsayvazquez,France,fruta,88
Matthew,tguerrero,Canada,sushi,96
Calvin,jessicahenderson,Netherlands Antilles,chocolate,28
Lisa,guerrajason,Zambia,sushi,98
Robert,mcdonalderic,Suriname,ensalada,77
Leah,phelpscharles,Guernsey,fruta,68
Todd,xcurry,Equatorial Guinea,hamburguesa,38
Andrew,donna62,Austria,chocolate,56
James,haynesgordon,Cuba,pizza,17
Ralph,matthewmccann,Haiti,pizza,4
Cindy,jasmine26,China,hamburguesa,72
Jerry,daviskathleen,Marshall Islands,pollo,23
Michael,mcfarlandhenry,Grenada,tacos,53
Katie,brownshawn,Zambia,helado,88
Juan,cameronmartinez,Madagascar,hamburguesa,62
James,bscott,Eritrea,tacos,99
Laura,victorharris,Anguilla,helado,72
Jay,nataliehill,Qatar,pasta,11
Tiffany,clarkemily,Nepal,pasta,76
Jordan,alexandersmith,Grenada,sushi,99
Amanda,douglasmiles,Western Sahara,hamburguesa,58
Joel,howellvalerie,China,pizza,59
Brian,nathan82,Timor-Leste,pasta,96
Jennifer,gallen,Nauru,ensalada,32
Ryan,hfox,Korea,ensalada,64
Michael,harrisonnicole,Oman,tacos,71
Lance,kristin05,Eritrea,helado,24
Taylor,johnanderson,Libyan Arab Jamahiriya,helado,33
Randall,elizabetharias,Eritrea,hamburguesa,100
Daniel,gwelch,Norfolk Island,pizza,71
Bailey,mossamy,Montserrat,pasta,64
Eric,hpatel,Spain,tacos,51
Nicole,bberg,Sierra Leone,hamburguesa,51
Kelsey,jennifer78,Guadeloupe,ensalada,4
Amy,lsmith,Andorra,helado,95
David,miguel94,Maldives,helado,73
Phillip,veronicadavenport,Latvia,tacos,30
Frank,ssmith,Uganda,pizza,76
Kelsey,chadkennedy,Chile,chocolate,21
Norma,hebertwilliam,Bolivia,fruta,57
Christopher,amy57,Bahamas,chocolate,64
Derrick,jonathankennedy,Hong Kong,sushi,18
Linda,cfarmer,Algeria,fruta,59
Francisco,stephenwashington,Indonesia,fruta,47
Gary,shawn47,Palau,pizza,31
Michaela,vgardner,Norway,sushi,9
Michael,joe85,Thailand,ensalada,84
April,bradley50,Slovakia (Slovak Republic),pizza,98
Brian,ydavis,Monaco,fruta,32
Carol,gail44,France,pollo,66
John,iangill,Malaysia,chocolate,2
Scott,sestrada,Syrian Arab Republic,ensalada,78
Angela,ghayes,Russian Federation,chocolate,34
Jamie,gstein,Azerbaijan,ensalada,93
Dean,amy86,Gibraltar,ensalada,22
Daniel,mrobinson,Equatorial Guinea,ensalada,66
Lori,duffyjudith,Guinea-Bissau,pollo,23
Richard,michelletran,Australia,ensalada,88
Erin,kylehansen,Guernsey,hamburguesa,23
Danielle,taylorcamacho,Jamaica,pizza,34
Kimberly,ljohnson,Albania,pizza,47
Stephanie,cbell,United Kingdom,pollo,66
Kelli,andreafigueroa,Myanmar,pasta,75
Bradley,taylorsmith,Norway,pasta,57
Jason,gillwilliam,Turks and Caicos Islands,tacos,75
Katherine,mackkathleen,Niger,chocolate,16
Duane,gonzalezalexander,Ethiopia,helado,55
Thomas,thomashall,Kenya,chocolate,42
Joshua,jaclyn33,Canada,ensalada,88
Cheryl,cthompson,Belize,chocolate,12
Kenneth,debra00,Sierra Leone,pasta,90
Victoria,stephen88,Costa Rica,tacos,34
Rita,carpenterjustin,Guadeloupe,pasta,73
Martha,joseph62,South Africa,pizza,73
Jacob,vanessa72,Guinea,pizza,78
Cynthia,stephanie76,Gabon,pasta,80
Jeffrey,comptonwalter,Montenegro,fruta,55
Brenda,williamskristen,Uruguay,pasta,22
Emily,dustinrusso,Guadeloupe,hamburguesa,47
Barbara,ychambers,Liberia,sushi,80
Sheila,tatekari,Macao,pollo,8
Steven,juan13,Estonia,fruta,44
Victoria,fishermichelle,Samoa,hamburguesa,50
Jodi,lmcmillan,Lesotho,pasta,84
Kristin,shannon10,Cameroon,sushi,19
Alyssa,robertescobar,Moldova,hamburguesa,97
Nicholas,amandajones,Pitcairn Islands,fruta,11
Alexa,cindy16,Kenya,chocolate,74
Douglas,bergerandrea,El Salvador,pasta,81
Tami,steven18,Ecuador,sushi,5
Madison,marcus25,Panama,chocolate,36
Cheryl,nhogan,Grenada,tacos,34
John,christina18,Iraq,hamburguesa,79
Brendan,jessepowell,Marshall Islands,fruta,26
Carlos,langjoann,Mali,pollo,1
Michelle,vpope,Oman,fruta,98
Kevin,donnapierce,Reunion,chocolate,90
Alexandra,tonyabutler,Singapore,chocolate,57
Michael,garciabrandon,Gambia,pasta,39
Kenneth,rgreen,Bahrain,pizza,78
Alejandro,tonya88,Cayman Islands,pollo,45
John,wolfcody,Trinidad and Tobago,pasta,65
Denise,mreeves,Nigeria,hamburguesa,20
Pamela,xhopkins,Zambia,ensalada,18
Daniel,heatherbrown,El Salvador,tacos,9
Karen,amygutierrez,Anguilla,pasta,3
Michele,graychristina,Syrian Arab Republic,pasta,28
Anthony,zwilliams,Turkey,pizza,80
William,margaret01,Switzerland,pizza,19
Dylan,morgantyler,Azerbaijan,fruta,32
Cindy,kelly92,Uruguay,pollo,81
Brenda,smithdalton,Latvia,hamburguesa,93
Grace,collinsdebbie,Svalbard & Jan Mayen Islands,pollo,46
Luis,wmorales,Aruba,hamburguesa,3
Theresa,abigail65,Portugal,hamburguesa,90
John,kjames,Israel,chocolate,82
David,donaldroy,Guinea,ensalada,34
Kristin,pamelaschaefer,South Georgia and the South Sandwich Islands,pollo,56
Paula,matthewdavid,Malawi,chocolate,72
Megan,edavis,Bahrain,pollo,44
Matthew,georgeochoa,Ukraine,hamburguesa,65
Mia,haassteven,Mozambique,sushi,92
Thomas,price,Korea,pizza,28
Jeff,jennaperez,Qatar,fruta,59
Sabrina,ymason,Mauritius,tacos,37
Heather,williamsjennifer,Mauritius,hamburguesa,85
Steven,karenbell,Bahamas,sushi,67
Maria,jasonjones,Rwanda,chocolate,42
Adam,steven61,Luxembourg,pizza,67
Heather,powellvanessa,Benin,pollo,92
Lisa,xgonzalez,Sierra Leone,chocolate,29
John,sean65,Liechtenstein,helado,95
Sharon,christopherayers,Cambodia,pollo,6
Tamara,mcooke,French Guiana,hamburguesa,99
Rebecca,johnbrandt,Kuwait,fruta,66
Raymond,wharris,Namibia,pizza,19
Grace,george49,Palestinian Territory,tacos,73
Adrian,wrightjenna,Guatemala,tacos,20
Ricky,howardlindsay,Guatemala,helado,45
Anna,robin63,Northern Mariana Islands,ensalada,50
John,patrick44,Saint Kitts and Nevis,pizza,67
Allison,emma66,Kiribati,pasta,71
Elizabeth,dawn76,Germany,pollo,99
Emily,michelle99,Bosnia and Herzegovina,ensalada,88
Penny,fhumphrey,Tonga,helado,18
Paul,adriansmith,Cook Islands,ensalada,59
Ryan,greghernandez,Tunisia,helado,54
William,judithsoto,Japan,pasta,81
Nicole,julieferguson,Nicaragua,fruta,25
Andre,hglass,France,fruta,64
Mary,mcarpenter,Italy,ensalada,49
Jenna,matthewmoon,Costa Rica,pizza,71
Andrea,ralph89,Taiwan,pasta,90
Amanda,robert44,Guyana,helado,67
Emma,kimberlymoran,Botswana,chocolate,88
Rachael,brady37,Pitcairn Islands,tacos,57
Derek,omcclain,Brunei Darussalam,hamburguesa,91
Jennifer,falvarez,Sweden,sushi,25
Diana,hprice,Singapore,tacos,90
Eric,gabriellejoyce,Turks and Caicos Islands,pizza,10
Marvin,jennifer81,Djibouti,fruta,84
Nicole,cchambers,Saint Vincent and the Grenadines,hamburguesa,14
Kendra,ncoleman,United States Virgin Islands,chocolate,26
Jason,davidbarnes,Cote d'Ivoire,helado,61
Hailey,richardmorgan,Vietnam,helado,17
Peter,bakerjose,South Africa,chocolate,98
Gail,stephaniecalderon,Palestinian Territory,pizza,13
Mary,caitlin67,Bahrain,pizza,69
Mary,heather31,Burkina Faso,pollo,49
Amber,maxwellkathryn,Togo,sushi,59
Shawn,jwhite,Norfolk Island,fruta,5
Jennifer,masoneric,French Polynesia,pasta,23
Randy,vancedavid,Russian Federation,chocolate,66
Cody,kpowell,Philippines,ensalada,34
Justin,christopher40,Saint Helena,fruta,78
Aaron,rfernandez,Azerbaijan,helado,73
Heidi,gbarnett,Paraguay,sushi,92
Aaron,nmiller,Pakistan,tacos,11
Rebekah,christopher62,Peru,fruta,57
Mark,kara77,Sudan,tacos,94
James,breynolds,Montenegro,fruta,67
Jaclyn,gerald73,Sudan,sushi,21
Cynthia,villarrealelizabeth,Mauritius,tacos,71
Eddie,andrejordan,Romania,ensalada,25
Jenna,martinmichael,Cook Islands,ensalada,47
Makayla,johnsonsarah,Madagascar,hamburguesa,34
Tammy,matthew22,Suriname,fruta,81
Bryan,wendymiller,Estonia,tacos,34
David,stevenscharles,Benin,chocolate,84
Jeffrey,wreese,Romania,chocolate,37
Brandon,michaelsmith,Micronesia,fruta,8
Amy,joshuayoung,Philippines,pasta,52
Carolyn,ramirezdiana,Tokelau,helado,48
Stacey,briannamooney,Israel,helado,39
James,caitlin06,Canada,ensalada,97
Mark,antonio09,Australia,sushi,85
Sarah,ymooney,Mauritania,sushi,9
Michael,warrensmith,British Virgin Islands,ensalada,57
James,jennifermoore,Lithuania,sushi,72
Justin,boonejoseph,Ethiopia,sushi,38
Barbara,elizabeth91,Netherlands Antilles,hamburguesa,14
Christopher,davidreed,Moldova,tacos,65
Paul,scottcollins,Cote d'Ivoire,sushi,33
Robert,jeanettesmith,South Georgia and the South Sandwich Islands,ensalada,49
Tammy,xcooper,Jamaica,sushi,46
Thomas,jenniferhutchinson,Holy See (Vatican City State),pasta,77
Mary,tmoore,Lesotho,tacos,28
Ethan,hharris,Argentina,chocolate,59
Eric,hmorales,Montenegro,helado,23
Robert,stevenvelasquez,Fiji,sushi,99
Peter,millerrachel,Anguilla,pizza,19
Leah,michael67,Haiti,tacos,57
Amy,qlopez,Haiti,chocolate,59
Joseph,daniel80,Cook Islands,pasta,4
Krystal,laratammy,Netherlands Antilles,chocolate,46
Cody,xreed,Rwanda,pizza,73
Steven,lawrence66,Northern Mariana Islands,chocolate,67
Kenneth,warrenwilliams,Syrian Arab Republic,helado,26
Nichole,ashley89,Canada,ensalada,36
Stephanie,brenda50,Cyprus,pizza,24
Sheila,deanalex,Serbia,pizza,12
Samantha,tgray,Guadeloupe,pasta,78
Paul,tinapatrick,Turkmenistan,pizza,34
Sierra,randycollins,Lao People's Democratic Republic,hamburguesa,56
Patrick,woodsamber,Singapore,pollo,84
Gary,vchaney,Estonia,pizza,3
Julie,alexiswilliams,Austria,sushi,21
Cindy,mariejefferson,Ecuador,pasta,50
Gina,vangstephanie,Morocco,hamburguesa,53
Michael,jsmith,United Kingdom,pizza,82
Barbara,joshualove,Sweden,helado,61
Cole,yadkins,Western Sahara,pizza,1
Sharon,charles25,Saint Pierre and Miquelon,fruta,24
Tiffany,danielsandrew,French Polynesia,helado,2
Ryan,james20,Myanmar,ensalada,93
Brad,jillwalker,Cook Islands,tacos,9
Robert,amandahughes,Saint Helena,pasta,70
William,kevans,Afghanistan,pollo,4
Robert,gclarke,Gabon,sushi,80
Jessica,joseph50,Greenland,pasta,21
Christopher,kathy44,United States Virgin Islands,helado,77
Jason,usullivan,Moldova,tacos,32
Jennifer,amberrandall,Montenegro,hamburguesa,23
Jason,bfleming,Norfolk Island,pizza,82
Donna,christinejohnson,Thailand,pasta,98
Alvin,smoss,Jordan,ensalada,73
Theodore,ccastaneda,Timor-Leste,pollo,40
John,jensenrobert,Netherlands,hamburguesa,45
Mike,avaughn,British Virgin Islands,chocolate,55
Alexandria,villarrealemily,Fiji,pizza,2
Ricardo,rdavis,Barbados,tacos,58
Janet,ann11,Botswana,ensalada,81
Tanya,xcox,Korea,helado,78
Vanessa,david85,China,sushi,43
Gabriel,pricekevin,Somalia,hamburguesa,48
Mariah,hburns,Nigeria,pollo,9
Anna,weaverpatricia,Nepal,pizza,91
Robert,vanessamoreno,Belgium,sushi,34
Amanda,fernandezchristopher,Gibraltar,chocolate,94
Julie,wgomez,Chile,fruta,65
Kristen,laurie04,Pakistan,tacos,16
Cassandra,ajohnson,Denmark,hamburguesa,21
Manuel,joreyes,Tokelau,chocolate,17
Jennifer,parkerdonald,Aruba,pasta,53
John,jonathanmurphy,Marshall Islands,fruta,8
Joseph,rebeccalandry,Monaco,sushi,5
Brenda,jamesmoyer,Niger,sushi,50
Kimberly,mosesmichael,Cuba,ensalada,81
William,bauerkaren,Lebanon,pasta,73
Collin,whoward,Georgia,hamburguesa,62
Frank,carol73,Chad,pollo,5
Christopher,lchen,Bosnia and Herzegovina,pollo,30
Carlos,lucaswolfe,Colombia,ensalada,55
Daniel,jordanmarcus,Venezuela,fruta,41
Marc,ncaldwell,British Virgin Islands,pizza,92
Caleb,brendaholland,Turks and Caicos Islands,chocolate,7
Chloe,nmoran,American Samoa,pollo,28
Ann,kimberly31,Cote d'Ivoire,tacos,48
Carolyn,lindsay36,Philippines,pollo,87
Amanda,scott80,Israel,hamburguesa,79
Carla,kvelazquez,China,pizza,71
Logan,heidi03,American Samoa,pollo,77
Eric,renee15,Marshall Islands,helado,16
April,gmendoza,Liberia,fruta,37
Lisa,nlarson,Holy See (Vatican City State),pasta,74
James,leslie29,Montserrat,pizza,87
Claudia,david94,Georgia,pasta,5
Ruben,amandaparks,Bhutan,hamburguesa,98
Justin,lisacook,Costa Rica,sushi,64
Sabrina,williamsonsusan,Equatorial Guinea,ensalada,4
Michelle,adavis,Zambia,sushi,15
Robert,christopherlee,Tokelau,pollo,40
Drew,jason07,Bermuda,pizza,65
Steven,powellchloe,Mongolia,fruta,31
Amy,barbara80,Cayman Islands,fruta,35
Jacob,sarahjohnson,Cyprus,hamburguesa,24
Vincent,james78,Bouvet Island (Bouvetoya),fruta,13
Chase,hinessean,France,tacos,65
Brandy,sallen,New Caledonia,sushi,68
Sarah,wwright,Isle of Man,sushi,15
Mark,burkechristine,Armenia,pasta,68
Mark,amywilson,Turks and Caicos Islands,ensalada,31
Kenneth,willie61,Somalia,pollo,19
Steven,lschwartz,Equatorial Guinea,hamburguesa,7
Andrew,dtorres,Slovakia (Slovak Republic),chocolate,93
Gregory,lynncalderon,Indonesia,ensalada,9
Veronica,kayla16,Iceland,helado,31
Brittany,elizabeth82,Malawi,chocolate,8
Alejandra,cynthia59,Andorra,helado,17
Molly,kathryn38,Zambia,pizza,31
Annette,adam39,Cook Islands,hamburguesa,10
Amy,zmartinez,Morocco,hamburguesa,83
James,mparker,Zambia,chocolate,25
Dennis,hneal,Malawi,chocolate,72
Christina,brian03,Switzerland,tacos,77
Lisa,marksjessica,Uruguay,chocolate,33
Melissa,vjohnson,Aruba,helado,2
Kathleen,whitecarly,Montserrat,fruta,36
Margaret,avilabrian,Western Sahara,helado,94
Yvonne,jessebrown,Jersey,pollo,12
William,rhodesjerry,Macao,hamburguesa,55
Kurt,claydavid,Tonga,helado,71
Larry,zjenkins,Andorra,sushi,17
Kenneth,scarr,Armenia,helado,53
Sean,richardhernandez,Central African Republic,chocolate,48
Justin,willie62,Marshall Islands,helado,99
Robin,teresaknapp,Singapore,pasta,1
Barbara,wmoses,Bermuda,fruta,64
Dennis,jillian16,Lesotho,hamburguesa,88
Shannon,katherine61,Colombia,chocolate,36
Katrina,riosann,New Zealand,hamburguesa,51
Alyssa,matthew56,Yemen,tacos,28
Crystal,jeffreygonzalez,Greenland,tacos,55
Heather,kennethsmith,Algeria,helado,21
David,stephen84,Timor-Leste,helado,32
James,ibarrett,Italy,sushi,51
Timothy,alexis22,Uzbekistan,helado,42
Sierra,reevesanthony,Djibouti,pizza,17
Bobby,ehill,Ukraine,pizza,49
Peter,fwall,Mexico,fruta,93
Cole,tweaver,Mauritius,pizza,87
Frances,christopherrose,Angola,fruta,84
Benjamin,roger58,Guinea,chocolate,47
Mitchell,michaelscott,Paraguay,hamburguesa,56
Mitchell,ryan52,Philippines,fruta,27
Jennifer,cruzanthony,Madagascar,pollo,59
Stephanie,phillip98,Bermuda,sushi,59
Paul,richardsonyesenia,Ireland,pasta,9
Shane,matthewstephens,Tajikistan,fruta,72
Cathy,melissa68,Wallis and Futuna,helado,67
Chad,bholloway,Dominican Republic,hamburguesa,80
John,yrichards,Niue,chocolate,35
